kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.00136.1.6： 貴富c(ɑŋ)昌。
kyomeishusei2015.00136.1.7： 樂未央。
kyomeishusei2015.00136.1.8： 冝牛c(ɑŋ)羊。
kyomeishusei2015.00141.1.1： 上泰山見矦王。
kyomeishusei2015.00141.1.2： 左龍右乕辟不a(ɑŋ)羊。
kyomeishusei2015.00141.1.3： 昭爵玄武利陰陽。
kyomeishusei2015.00141.1.4： 八子九孫治中b(iɑŋ)央。
kyomeishusei2015.00141.1.5： 千秋万歲、長樂未央。
kyomeishusei2015.00142.1.1： 上此大山見神人。
kyomeishusei2015.00142.1.2： 久冝官秩葆子a(uən)孫。
kyomeishusei2015.00142.1.3： 君食玉央飮禮泉。
kyomeishusei2015.00142.1.4： 參駕蜚龍乘浮b(un)雲。
kyomeishusei2015.00143.1.1： 鳳皇翼翼在鏡則。
kyomeishusei2015.00143.1.2： 多賀君家受大a(uk)福。
kyomeishusei2015.00143.1.3： 幸逢時年獲嘉德。
kyomeishusei2015.00143.1.4： 官位尊顯蒙祿b(ik)食。
kyomeishusei2015.00143.1.5： 長保二親得天力。
kyomeishusei2015.00143.1.6： 傳之後世樂無b(ik)極。
kyomeishusei2015.00144.1.1： 作佳鏡哉子孫息。
kyomeishusei2015.00144.1.2： 鳳皇翼翼在坐a(ək)則。
kyomeishusei2015.00144.1.3： 官位尊顯蒙祿食。
kyomeishusei2015.00144.1.4： 幸逢時年獲嘉a(ək)德。
kyomeishusei2015.00144.1.5： 多賀君家受大福。
kyomeishusei2015.00144.1.6： 長保二親得天b(ik)力。
kyomeishusei2015.00144.1.7： 傳之後世樂無極。
kyomeishusei2015.00145.1.1： 新銀治竟子孫息。
kyomeishusei2015.00145.1.2： 多賀君家受大a(uk)福。
kyomeishusei2015.00145.1.3： 位至公卿修祿食。
kyomeishusei2015.00145.1.4： 幸得時年獲嘉b(ək)德。
kyomeishusei2015.00145.1.5： 傳之後世樂無亟。
kyomeishusei2015.00145.1.6： 大c(it)吉。
kyomeishusei2015.00146.1.1： 桼言之始自有紀。
kyomeishusei2015.00146.1.2： 湅治錫銅去其a(ə)宰。
kyomeishusei2015.00146.1.3： 辟除不祥冝古市。
kyomeishusei2015.00146.1.4： 長葆二親利孫b(iə)子。
kyomeishusei2015.00147.1.1： 桼言之紀造竟始。
kyomeishusei2015.00147.1.2： 長保二親利孫a(iə)子。
kyomeishusei2015.00147.1.3： 辟去不羊冝賈市。
kyomeishusei2015.00147.1.4： 壽如金石西王b(o)母。
kyomeishusei2015.00147.1.5： 從今以往樂乃始。
kyomeishusei2015.00148.1.1： 桼言之紀造竟始。
kyomeishusei2015.00148.1.2： 湅銅錫去其a(ə)宰。
kyomeishusei2015.00148.1.3： 以之爲鏡冝孫子。
kyomeishusei2015.00148.1.4： 長葆二親樂毋a(ə)事。
kyomeishusei2015.00148.1.5： 壽幣金石西王母。
kyomeishusei2015.00148.1.6： 棠安b(ɑk)作。
kyomeishusei2015.00149.1.1： 桼言之紀造鏡始。
kyomeishusei2015.00149.1.2： 倉龍居左乕在a(u)右。
kyomeishusei2015.00149.1.3： 辟去不羊冝古市。
kyomeishusei2015.00149.1.4： 長保二親利孫b(iə)子。
kyomeishusei2015.00149.1.5： 壽敝金石西王母。
kyomeishusei2015.00150.1.1： 桼言紀。
kyomeishusei2015.00150.1.2： 富如江河入四a(ə)海。
kyomeishusei2015.00150.1.3： 壽如王喬赤松子。
kyomeishusei2015.00150.1.4： 好□□□□□□。
kyomeishusei2015.00151.1.1： 今名之紀七言止。
kyomeishusei2015.00151.1.2： 湅治銅華去惡a(ə)宰。
kyomeishusei2015.00151.1.3： 鑄成錯刀天下喜。
kyomeishusei2015.00151.1.4： 安漢保眞世毋b(u)有。
kyomeishusei2015.00151.1.5： 長樂日進冝孫子。
kyomeishusei2015.00152.1.1： 作佳鏡、淸且明。
kyomeishusei2015.00152.1.2： 葆子孫、樂未a(iɑŋ)央。
kyomeishusei2015.00152.1.3： 車當傳駕騎趣莊。
kyomeishusei2015.00152.1.4： 出亭亖馬自有b(ɑŋ)行。
kyomeishusei2015.00152.1.5： 男爲矦、女嫁王。
kyomeishusei2015.00152.1.6： 刻婁博局去不b(ɑŋ)羊。
kyomeishusei2015.00152.1.7： 服此鏡、爲上鄕。
kyomeishusei2015.00153.1.1： 賢者戒已下爲右。
kyomeishusei2015.00153.1.2： 息念毋以象君a(iə)子。
kyomeishusei2015.00153.1.3： 二親有疾身常在。
kyomeishusei2015.00153.1.4： 時時中兮景女b(u)右。
kyomeishusei2015.00154.1.1： 大哉孔子志也。
kyomeishusei2015.00154.1.2： 美哉宣易a(u)負也。
kyomeishusei2015.00154.1.3： 樂哉居毌事也。
kyomeishusei2015.00154.1.4： 好哉淟人b(ə)異也。
kyomeishusei2015.00154.1.5： 急哉下雨汜也。
kyomeishusei2015.00154.1.6： □□哉□□也。
kyomeishusei2015.00154.1.7： 豪哉毛遂使也。
kyomeishusei2015.00154.1.8： 苡哉禹母c(iə)字也。
kyomeishusei2015.00155.1.1： 漢有善銅出丹陽。
kyomeishusei2015.00155.1.2： 取之爲鏡淸且a(iaŋ)明。
kyomeishusei2015.00155.1.3： 左龍右乕備亖旁。
kyomeishusei2015.00155.1.4： 朱爵玄武順陰b(ɑŋ)陽。
kyomeishusei2015.00155.1.5： 八子。
kyomeishusei2015.00156.1.1： 新有名銅出丹陽。
kyomeishusei2015.00156.1.2： 用之爲鏡靑而a(iaŋ)明。
kyomeishusei2015.00156.1.3： 八子九孫主治亖彭。
kyomeishusei2015.00156.1.4： 朱爵玄b(uɑ)武。
kyomeishusei2015.00157.1.1： 漢有善銅出丹陽和以銀錫淸且明左龍右乕主亖彭朱爵玄武順陰陽八子九a(uən)孫。
kyomeishusei2015.00157.1.2： 治中b(iɑŋ)央。
kyomeishusei2015.00158.1.1： 漢有善銅出丹陽。
kyomeishusei2015.00158.1.2： 卒以銀錫淸而a(iaŋ)明。
kyomeishusei2015.00158.1.3： 刻治六博中兼方。
kyomeishusei2015.00158.1.4： 左龍右乕泆四b(aŋ)彭。
kyomeishusei2015.00158.1.5： 朱爵玄武順陰陽。
kyomeishusei2015.00158.1.6： 八子九孫治中a(iaŋ)英。
kyomeishusei2015.00158.1.7： 常葆父母利弟兄。
kyomeishusei2015.00158.1.8： 應師四時合五b(aŋ)行。
kyomeishusei2015.00158.1.9： 法象天地日月光。
kyomeishusei2015.00158.1.10： 昭神明鏡相矦c(uɑŋ)王。
kyomeishusei2015.00158.1.11： 眾身美好如玉英。
kyomeishusei2015.00158.1.12： 千秋萬世、長樂未d(iɑŋ)央兮。
kyomeishusei2015.00159.1.1： 漢有善銅出丹陽。
kyomeishusei2015.00159.1.2： 左龍右乕僻不a(iɑŋ)祥。
kyomeishusei2015.00159.1.3： 昭爵玄武利陰陽。
kyomeishusei2015.00159.1.4： 八子十二孫治中a(iɑŋ)央。
kyomeishusei2015.00159.1.5： 法象天地、如日月之光。
kyomeishusei2015.00159.1.6： 千秋萬歲、長樂未a(iɑŋ)央兮。
kyomeishusei2015.00161.1.1： 漢有佳銅出丹揚。
kyomeishusei2015.00161.1.2： □剛作鏡眞毋a(ɑŋ)傷。
kyomeishusei2015.00161.1.3： 湅治鎭錫淸且明。
kyomeishusei2015.00161.1.4： 昭于宮室日月a(ɑŋ)光。
kyomeishusei2015.00161.1.5： 左龍右乕主四方。
kyomeishusei2015.00161.1.6： 八子十二孫治中b(iɑŋ)央。
kyomeishusei2015.00162.1.1： 漢有名銅出丹羊。
kyomeishusei2015.00162.1.2： 雜以銀錫淸而a(iaŋ)明。
kyomeishusei2015.00162.1.3： 朱爵玄武順陰陽。
kyomeishusei2015.00162.1.4： 八子九孫治中b(iɑŋ)央。
kyomeishusei2015.00162.1.5： 東上泰山見神人。
kyomeishusei2015.00162.1.6： 食而玉央飮澧c(ian)泉。
kyomeishusei2015.00162.1.7： 堂冝官秩保子孫。
kyomeishusei2015.00163.1.1： 漢有善銅出丹陽。
kyomeishusei2015.00163.1.2： 湅冶銀錫淸而a(iaŋ)明。
kyomeishusei2015.00163.1.3： 巧工刻之成文章。
kyomeishusei2015.00163.1.4： 左龍右乕辟不b(ɑŋ)羊。
kyomeishusei2015.00163.1.5： 朱鳥玄武順陰陽。
kyomeishusei2015.00163.1.6： 子孫服具居中c(iɑŋ)央。
kyomeishusei2015.00163.1.7： 長保二親樂富昌。
kyomeishusei2015.00163.1.8： 壽如金石之矦d(uɑŋ)王。
kyomeishusei2015.00164.1.1： 新有善銅出丹陽。
kyomeishusei2015.00164.1.2： 湅冶銀錫淸而a(iaŋ)明。
kyomeishusei2015.00164.1.3： 尚方御竟大毌傷。
kyomeishusei2015.00164.1.4： 巧工刻之成文b(ɑŋ)章。
kyomeishusei2015.00164.1.5： 左龍右乕辟不羊。
kyomeishusei2015.00164.1.6： 朱鳥玄武順陰b(ɑŋ)陽。
kyomeishusei2015.00164.1.7： 子孫備具居中央。
kyomeishusei2015.00164.1.8： 長保二親樂富b(ɑŋ)昌。
kyomeishusei2015.00164.1.9： 壽敝金石如矦王兮。
kyomeishusei2015.00165.1.1： 新興辟雍建明堂。
kyomeishusei2015.00165.1.2： 然于擧土列矦a(uɑŋ)王。
kyomeishusei2015.00165.1.3： 將軍令尹民戶行。
kyomeishusei2015.00165.1.4： 諸生萬舍在北a(uɑŋ)方。
kyomeishusei2015.00165.1.5： 樂未央。
kyomeishusei2015.00166.1.1： 薪起辟雍盖明堂。
kyomeishusei2015.00166.1.2： 漢朝□于凶奴a(ui)畏。
kyomeishusei2015.00166.1.3： 薪家□起更立平。
kyomeishusei2015.00166.1.4： 天□以下國中b(ɑn)安。
kyomeishusei2015.00166.1.5： 四夷□□無不□。
kyomeishusei2015.00166.1.6： 千秋萬歲長c(ɔk)樂。
kyomeishusei2015.00167.1.1： 尚方作竟佳哉紛。
kyomeishusei2015.00167.1.2： 巧工刻陋成雕a(un)文。
kyomeishusei2015.00167.1.3： 請備說之告諸君。
kyomeishusei2015.00167.1.4： 上大山見神b(in)人。
kyomeishusei2015.00167.1.5： 驂駕交龍乘浮雲。
kyomeishusei2015.00167.1.6： 興紹前弓大c(uəm)風。
kyomeishusei2015.00167.1.7： 厲去名山奏昆侖。
kyomeishusei2015.00167.1.8： 過玉闕入金d(ən)門。
kyomeishusei2015.00167.1.9： 上玉 堂何□□。
kyomeishusei2015.00167.1.10： 佳哉紛傳子e(uən)孫。
kyomeishusei2015.00168.1.1： 尚方御竟大毋傷。
kyomeishusei2015.00168.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.00168.1.3： 左龍右乕辟不詳。
kyomeishusei2015.00168.1.4： 朱鳥玄武調陰a(ɑŋ)陽。
kyomeishusei2015.00168.1.5： 子孫備具居中央。
kyomeishusei2015.00168.1.6： 長保二親樂富a(ɑŋ)昌。
kyomeishusei2015.00168.1.7： 壽敝金石如矦王兮。
kyomeishusei2015.00169.1.1： 作佳鏡哉眞大好。
kyomeishusei2015.00169.1.2： 上有仙人不知a(ou)老。
kyomeishusei2015.00169.1.3： 渴飮玉泉飢食棗。
kyomeishusei2015.00169.1.4： 浮游天下敖亖b(ə)海。
kyomeishusei2015.00169.1.5： 壽敝金石爲國保。
kyomeishusei2015.00170.1.1： 尚方作鏡眞大好上有仙人不知老渴飮玉泉飢食棗浮游天下敖亖海徘徊名山采芝草壽如今石之天a(ou)保。
kyomeishusei2015.00170.1.2： 大利八千b(uɑn)万兮。
kyomeishusei2015.00171.1.1： 尚方作竟眞大巧。
kyomeishusei2015.00171.1.2： 上有山人不知a(ou)老。
kyomeishusei2015.00171.1.3： 左龍右乕辟除道。
kyomeishusei2015.00171.1.4： 朱鳥玄武銜芝a(ou)草。
kyomeishusei2015.00171.1.5： 子孫備具長相保。
kyomeishusei2015.00171.1.6： 壽如金b(ak)石。
kyomeishusei2015.00172.1.1： 此有佳鏡成獨好。
kyomeishusei2015.00172.1.2： 上有山人不知a(ou)老。
kyomeishusei2015.00172.1.3： 渴飮澧泉飢食棗。
kyomeishusei2015.00172.1.4： 浮游天下敖亖b(ə)海。
kyomeishusei2015.00172.1.5： 壽敝金石爲國保。
kyomeishusei2015.00172.1.6： 長生久視今常在云何a(ou)好。
kyomeishusei2015.00173.1.1： 王氏昭竟亖夷服。
kyomeishusei2015.00173.1.2： 多賀新家人民a(ik)息。
kyomeishusei2015.00173.1.3： 胡虜殄滅天下復。
kyomeishusei2015.00173.1.4： 風雨時節五穀b(uk)孰。
kyomeishusei2015.00173.1.5： 長保二親子孫力。
kyomeishusei2015.00173.1.6： 傳告後世樂毋a(ik)亟兮。
kyomeishusei2015.00174.1.1： 尚方作竟大毋傷。
kyomeishusei2015.00174.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.00174.1.3： 左龍右乕辟不羊。
kyomeishusei2015.00174.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.00174.1.5： 子孫備具居中央。
kyomeishusei2015.00174.1.6： 長保二親樂富a(ɑŋ)昌。
kyomeishusei2015.00174.1.7： 冝矦王兮。
kyomeishusei2015.00175.1.1： 尚方作竟大毋傷。
kyomeishusei2015.00175.1.2： 巧又刻之成文a(ɑŋ)章。
kyomeishusei2015.00175.1.3： 八禽九守更爲倡。
kyomeishusei2015.00175.1.4： 壽如大山樂未b(iɑŋ)央。
kyomeishusei2015.00175.1.5： 浮游天下敖四方兮。
kyomeishusei2015.00176.1.1： 尚方作竟大毋傷。
kyomeishusei2015.00176.1.2： 商周連出建四a(uɑŋ)方。
kyomeishusei2015.00176.1.3： 白乕辟耶居中央。
kyomeishusei2015.00176.1.4： 子孫煩息富貴b(ɑŋ)昌。
kyomeishusei2015.00176.1.5： 壽如金石。
kyomeishusei2015.00177.1.1： 尚方作竟善無傷。
kyomeishusei2015.00177.1.2： 六子九孫在中a(iɑŋ)央。
kyomeishusei2015.00177.1.3： 左龍右乕辟□□。
kyomeishusei2015.00177.1.4： 巧工刻之成文b(ɑŋ)章。
kyomeishusei2015.00178.1.1： 尚方作竟大毋傷。
kyomeishusei2015.00178.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.00178.1.3： 左龍右乕辟不羊。
kyomeishusei2015.00178.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.00178.1.5： 子孫備具居中央。
kyomeishusei2015.00178.1.6： 長保二親樂富a(ɑŋ)昌。
kyomeishusei2015.00178.1.7： 壽敝金石如矦王。
kyomeishusei2015.00178.1.8： 靑盖爲志何巨b(iɑŋ)央。
kyomeishusei2015.00179.1.1： 靑盖作竟大毋傷。
kyomeishusei2015.00179.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.00179.1.3： 左龍右乕辟不羊。
kyomeishusei2015.00179.1.4： 朱鳥玄武順陰a(ɑŋ)陽。
kyomeishusei2015.00179.1.5： 長保二親樂富昌。
kyomeishusei2015.00179.1.6： 壽敝金石如矦b(uɑŋ)王兮。
kyomeishusei2015.00180.1.1： 靑盖作竟自有紀。
kyomeishusei2015.00180.1.2： 辟去不羊冝古a(iə)市。
kyomeishusei2015.00180.1.3： □□□□壽命久。
kyomeishusei2015.00180.1.4： 保子冝孫得b(ou)好。
kyomeishusei2015.00180.1.5： 爲吏高官車生耳。
kyomeishusei2015.00181.1.1： 田氏作竟大毋傷。
kyomeishusei2015.00181.1.2： 新有善同出丹a(ɑŋ)陽。
kyomeishusei2015.00181.1.3： 湅治銅錫淸如明。
kyomeishusei2015.00181.1.4： 得此竟家賞千b(uɑn)万。
kyomeishusei2015.00182.1.1： 陳氏作竟大毋傷。
kyomeishusei2015.00182.1.2： 漢有善銅出丹a(ɑŋ)陽。
kyomeishusei2015.00182.1.3： 和以銀錫淸且明。
kyomeishusei2015.00182.1.4： 左龍右乕主四a(ɑŋ)彭。
kyomeishusei2015.00182.1.5： 朱鳥玄武順陰陽。
kyomeishusei2015.00183.1.1： 陳氏作竟大毋傷。
kyomeishusei2015.00183.1.2： 上有天守去不a(ɑŋ)羊。
kyomeishusei2015.00183.1.3： 家當大富樂未央兮。
kyomeishusei2015.00184.1.1： 陳氏作竟日有熹。
kyomeishusei2015.00184.1.2： 令人陽遂貴復a(u)富。
kyomeishusei2015.00184.1.3： □□細守各自治。
kyomeishusei2015.00184.1.4： 左有靑龍來福a(u)祐。
kyomeishusei2015.00184.1.5： 白乕居前□白事。
kyomeishusei2015.00184.1.6： 鳳□□□□□□。
kyomeishusei2015.00184.1.7： □□□□造工□。
kyomeishusei2015.00185.1.1： 矦氏作竟大毋傷。
kyomeishusei2015.00185.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.00185.1.3： 左龍右乕辟不陽。
kyomeishusei2015.00185.1.4： 七子九孫居中b(iɑŋ)央。
kyomeishusei2015.00185.1.5： 夫妻相保如威央兮。
kyomeishusei2015.00186.1.1： 張氏作竟大毋傷。
kyomeishusei2015.00186.1.2： 長保二親樂未a(iɑŋ)央。
kyomeishusei2015.00186.1.3： 八子九孫居高堂。
kyomeishusei2015.00186.1.4： 左龍右乕主四b(ɑŋ)旁。
kyomeishusei2015.00186.1.5： 朱鳥玄武仙人羊。
kyomeishusei2015.00186.1.6： 爲吏冝官至矦c(uɑŋ)王。
kyomeishusei2015.00186.1.7： 上有辟邪去不陽。
kyomeishusei2015.00186.1.8： 從今世b(ɑŋ)昌。
kyomeishusei2015.00187.1.1： 張是作竟大無傷。
kyomeishusei2015.00187.1.2： 白乕靑龍辟不a(iɑŋ)詳。
kyomeishusei2015.00187.1.3： 朱鳥玄武順□□。
kyomeishusei2015.00187.1.4： 八子九孫富貴b(ɑŋ)昌。
kyomeishusei2015.00187.1.5： 長保二親樂未央。
kyomeishusei2015.00187.1.6： 冝矦c(uɑŋ)王。
kyomeishusei2015.00188.1.1： 張氏作竟冝矦王。
kyomeishusei2015.00188.1.2： 家當大富樂未a(iɑŋ)央。
kyomeishusei2015.00188.1.3： 子孫備具居中央。
kyomeishusei2015.00188.1.4： 長保二親世世b(ɑŋ)昌。
kyomeishusei2015.00188.1.5： 爲吏高遷帶靑黃。
kyomeishusei2015.00189.1.1： 池氏作竟大毋傷。
kyomeishusei2015.00189.1.2： 天公行出樂未a(iɑŋ)央。
kyomeishusei2015.00189.1.3： 左龍右乕居四方。
kyomeishusei2015.00189.1.4： 子孫千人富貴b(ɑŋ)昌。
kyomeishusei2015.00190.1.1： 池氏作竟有精神。
kyomeishusei2015.00190.1.2： 上大山見仙a(in)人。
kyomeishusei2015.00190.1.3： 捋芝草語吾道。
kyomeishusei2015.00190.1.4： 此竟好可自b(ou)保。
kyomeishusei2015.00190.1.5： 倉龍白乕主除道兮。
kyomeishusei2015.00190.1.6： 長冝子孫保二a(in)親。
kyomeishusei2015.00190.1.7： 冝矦王富貴昌。
kyomeishusei2015.00191.1.1： 池氏作竟眞大巧。
kyomeishusei2015.00191.1.2： 上有王僑赤甬a(iə)子。
kyomeishusei2015.00191.1.3： 令人陽遂不知老兮。
kyomeishusei2015.00192.1.1： 華氏作竟冝矦王。
kyomeishusei2015.00192.1.2： 家當大富樂未a(iɑŋ)央。
kyomeishusei2015.00192.1.3： 子孫備具居前行。
kyomeishusei2015.00192.1.4： 長保二b(in)親。
kyomeishusei2015.00192.1.5： 辟邪含和除凶。
kyomeishusei2015.00192.1.6： 所未c(ək)得。
kyomeishusei2015.00192.1.7： 仙人王僑赤松子。
kyomeishusei2015.00192.1.8： d(iə)食兮。
kyomeishusei2015.00193.1.1： 李氏作之竟誠淸明。
kyomeishusei2015.00193.1.2： 服之富貴壽命a(ɑŋ)長。
kyomeishusei2015.00193.1.3： 左龍右乕扶兩旁。
kyomeishusei2015.00193.1.4： 朱爵玄武從陰a(ɑŋ)陽。
kyomeishusei2015.00193.1.5： 單于來臣至漢彊。
kyomeishusei2015.00193.1.6： 子孫番息樂未b(iɑŋ)央。
kyomeishusei2015.00194.1.1： 成平倚竟兮、□□未賞□。
kyomeishusei2015.00194.1.2： □□在左、白乕居a(u)右。
kyomeishusei2015.00194.1.3： 爲吏高升賈萬倍。
kyomeishusei2015.00194.1.4： 長保二□樂無b(ə)已。
kyomeishusei2015.00195.1.1： 石氏作竟世少有。
kyomeishusei2015.00195.1.2： 倉龍在左、白乕居a(u)右。
kyomeishusei2015.00195.1.3： 仙人子僑、以象於後。
kyomeishusei2015.00195.1.4： 爲吏高升賈萬b(ə)倍。
kyomeishusei2015.00195.1.5： 辟去不詳利孫子。
kyomeishusei2015.00195.1.6： 千秋萬歲生長a(u)久。
kyomeishusei2015.00196.1.1： 尚方作竟世少有。
kyomeishusei2015.00196.1.2： 倉龍在左、白乕居a(u)右。
kyomeishusei2015.00196.1.3： 爲吏高升賈萬倍。
kyomeishusei2015.00196.1.4： 胡虜殄滅去萬b(iə)里。
kyomeishusei2015.00196.1.5： 辟去不羊利孫子。
kyomeishusei2015.00196.1.6： 長保二親樂無c(ə)已。
kyomeishusei2015.00196.1.7： □娚萬人兮。
kyomeishusei2015.00197.1.1： 尚方作竟佳且好。
kyomeishusei2015.00197.1.2： 子孫備具長相a(iə)思。
kyomeishusei2015.00197.1.3： 上有神仙采芝草。
kyomeishusei2015.00197.1.4： 令人富貴不知b(ou)老。
kyomeishusei2015.00198.1.1： 尚方作竟佳且好。
kyomeishusei2015.00198.1.2： 左龍交右白a(ɑ)乕。
kyomeishusei2015.00198.1.3： 前有朱鳥後玄武。
kyomeishusei2015.00198.1.4： 令人富貴冝孫b(iə)子。
kyomeishusei2015.00198.1.5： 山人王喬赤相子。
kyomeishusei2015.00198.1.6： 千秋萬世不知c(ou)老。
kyomeishusei2015.00199.1.1： 尚方作竟佳且好。
kyomeishusei2015.00199.1.2： 白乕辟耶居中a(ou)道。
kyomeishusei2015.00199.1.3： 家室富昌冝孫子。
kyomeishusei2015.00199.1.4： 以爲身a(ou)保。
kyomeishusei2015.00200.1.1： 尚方作竟大眞工。
kyomeishusei2015.00200.1.2： 嫁入門時殊大a(iaŋ)良。
kyomeishusei2015.00200.1.3： 夫妻相重、甚於威央。
kyomeishusei2015.00200.1.4： 五男三女、富貴昌b(ieŋ)淸。
kyomeishusei2015.00201.1.1： □月吉日、造此倚物。
kyomeishusei2015.00201.1.2： 二姓合好、□如□□。
kyomeishusei2015.00201.1.3： 女貞男聖、子孫充實。
kyomeishusei2015.00201.1.4： 姊妹百人、□□□□。
kyomeishusei2015.00201.1.5： 夫婦相□、□□□□兮。
kyomeishusei2015.00202.1.1： 尚方名工、杜氏所造。
kyomeishusei2015.00202.1.2： 湅治銅錫、佳而且a(ou)好。
kyomeishusei2015.00202.1.3： 辟耶天祿、奇守竝□。
kyomeishusei2015.00202.1.4： 萬里□閒、□□□b(u)有。
kyomeishusei2015.00202.1.5： 服此鏡者、富貴長壽。
kyomeishusei2015.00202.1.6： 男爲□矦、女□□□。
kyomeishusei2015.00203.1.1： 遺杜氏造珍奇鏡兮、世之眇徹。
kyomeishusei2015.00203.1.2： 名工所刻a(uɛk)畫兮。
kyomeishusei2015.00203.1.3： 湅五解之英華畢。
