kyomeishusei2015.00001.1.1： 脩相思、毌相a忘。
kyomeishusei2015.00146.1.1： 桼言之始自有a紀。
kyomeishusei2015.00146.1.2： 湅治錫銅去其a宰。
kyomeishusei2015.00146.1.3： 辟除不祥冝古a市。
kyomeishusei2015.00146.1.4： 長葆二親利孫a子。
kyomeishusei2015.00147.1.1： 桼言之紀造竟a始。
kyomeishusei2015.00147.1.2： 長保二親利孫a子。
kyomeishusei2015.00147.1.3： 辟去不羊冝賈a市。
kyomeishusei2015.00147.1.4： 壽如金石西王a母。
kyomeishusei2015.00147.1.5： 從今以往樂乃a始。
kyomeishusei2015.00148.1.1： 桼言之紀造竟a始。
kyomeishusei2015.00148.1.2： 湅銅錫去其a宰。
kyomeishusei2015.00148.1.3： 以之爲鏡冝孫a子。
kyomeishusei2015.00148.1.4： 長葆二親樂毋a事。
kyomeishusei2015.00148.1.5： 壽幣金石西王a母。
kyomeishusei2015.00148.1.6： 棠安a作。
kyomeishusei2015.00149.1.1： 桼言之紀造鏡a始。
kyomeishusei2015.00149.1.2： 倉龍居左乕在a右。
kyomeishusei2015.00149.1.3： 辟去不羊冝古a市。
kyomeishusei2015.00149.1.4： 長保二親利孫a子。
kyomeishusei2015.00149.1.5： 壽敝金石西王a母。
kyomeishusei2015.00150.1.1： 桼言a紀。
kyomeishusei2015.00150.1.2： 富如江河入四a海。
kyomeishusei2015.00150.1.3： 壽如王喬赤松a子。
kyomeishusei2015.00150.1.4： 好□□□□□□。
kyomeishusei2015.00151.1.1： 今名之紀七言a止。
kyomeishusei2015.00151.1.2： 湅治銅華去惡a宰。
kyomeishusei2015.00151.1.3： 鑄成錯刀天下a喜。
kyomeishusei2015.00151.1.4： 安漢保眞世毋a有。
kyomeishusei2015.00151.1.5： 長樂日進冝孫a子。
kyomeishusei2015.00152.1.1： 作佳鏡、淸且a明。
kyomeishusei2015.00152.1.2： 葆子孫、樂未a央。
kyomeishusei2015.00152.1.3： 車當傳駕騎趣a莊。
kyomeishusei2015.00152.1.4： 出亭亖馬自有a行。
kyomeishusei2015.00152.1.5： 男爲矦、女嫁a王。
kyomeishusei2015.00152.1.6： 刻婁博局去不a羊。
kyomeishusei2015.00152.1.7： 服此鏡、爲上a鄕。
kyomeishusei2015.00153.1.1： 賢者戒已下爲a右。
kyomeishusei2015.00153.1.2： 息念毋以象君a子。
kyomeishusei2015.00153.1.3： 二親有疾身常a在。
kyomeishusei2015.00153.1.4： 時時中兮景女a右。
kyomeishusei2015.00154.1.1： 大哉孔子a志也。
kyomeishusei2015.00154.1.2： 美哉宣易a負也。
kyomeishusei2015.00154.1.3： 樂哉居毌a事也。
kyomeishusei2015.00154.1.4： 好哉淟人a異也。
kyomeishusei2015.00154.1.5： 急哉下雨a汜也。
kyomeishusei2015.00154.1.6： □□哉□□也。
kyomeishusei2015.00154.1.7： 豪哉毛遂a使也。
kyomeishusei2015.00154.1.8： 苡哉禹母a字也。
kyomeishusei2015.00155.1.1： 漢有善銅出丹a陽。
kyomeishusei2015.00155.1.2： 取之爲鏡淸且a明。
kyomeishusei2015.00155.1.3： 左龍右乕備亖a旁。
kyomeishusei2015.00155.1.4： 朱爵玄武順陰a陽。
kyomeishusei2015.00155.1.5： 八a子。
kyomeishusei2015.00156.1.1： 新有名銅出丹a陽。
kyomeishusei2015.00156.1.2： 用之爲鏡靑而a明。
kyomeishusei2015.00156.1.3： 八子九孫主治亖a彭。
kyomeishusei2015.00156.1.4： 朱爵玄a武。
kyomeishusei2015.00157.1.1： 漢有善銅出丹陽和以銀錫淸且明左龍右乕主亖彭朱爵玄武順陰陽八子九a孫。
kyomeishusei2015.00157.1.2： 治中a央。
kyomeishusei2015.00158.1.1： 漢有善銅出丹a陽。
kyomeishusei2015.00158.1.2： 卒以銀錫淸而a明。
kyomeishusei2015.00158.1.3： 刻治六博中兼a方。
kyomeishusei2015.00158.1.4： 左龍右乕泆四a彭。
kyomeishusei2015.00158.1.5： 朱爵玄武順陰a陽。
kyomeishusei2015.00158.1.6： 八子九孫治中a英。
kyomeishusei2015.00158.1.7： 常葆父母利弟a兄。
kyomeishusei2015.00158.1.8： 應師四時合五a行。
kyomeishusei2015.00158.1.9： 法象天地日月a光。
kyomeishusei2015.00158.1.10： 昭神明鏡相矦a王。
kyomeishusei2015.00158.1.11： 眾身美好如玉a英。
kyomeishusei2015.00158.1.12： 千秋萬世、長樂未a央兮。
kyomeishusei2015.00159.1.1： 漢有善銅出丹a陽。
kyomeishusei2015.00159.1.2： 左龍右乕僻不a祥。
kyomeishusei2015.00159.1.3： 昭爵玄武利陰a陽。
kyomeishusei2015.00159.1.4： 八子十二孫治中a央。
kyomeishusei2015.00159.1.5： 法象天地、如日月之a光。
kyomeishusei2015.00159.1.6： 千秋萬歲、長樂未a央兮。
kyomeishusei2015.00161.1.1： 漢有佳銅出丹a揚。
kyomeishusei2015.00161.1.2： □剛作鏡眞毋a傷。
kyomeishusei2015.00161.1.3： 湅治鎭錫淸且a明。
kyomeishusei2015.00161.1.4： 昭于宮室日月a光。
kyomeishusei2015.00161.1.5： 左龍右乕主四a方。
kyomeishusei2015.00161.1.6： 八子十二孫治中a央。
kyomeishusei2015.00162.1.1： 漢有名銅出丹a羊。
kyomeishusei2015.00162.1.2： 雜以銀錫淸而a明。
kyomeishusei2015.00162.1.3： 朱爵玄武順陰a陽。
kyomeishusei2015.00162.1.4： 八子九孫治中a央。
kyomeishusei2015.00162.1.5： 東上泰山見神a人。
kyomeishusei2015.00162.1.6： 食而玉央飮澧a泉。
kyomeishusei2015.00162.1.7： 堂冝官秩保子a孫。
kyomeishusei2015.00163.1.1： 漢有善銅出丹a陽。
kyomeishusei2015.00163.1.2： 湅冶銀錫淸而a明。
kyomeishusei2015.00163.1.3： 巧工刻之成文a章。
kyomeishusei2015.00163.1.4： 左龍右乕辟不a羊。
kyomeishusei2015.00163.1.5： 朱鳥玄武順陰a陽。
kyomeishusei2015.00163.1.6： 子孫服具居中a央。
kyomeishusei2015.00163.1.7： 長保二親樂富a昌。
kyomeishusei2015.00163.1.8： 壽如金石之矦a王。
kyomeishusei2015.00164.1.1： 新有善銅出丹a陽。
kyomeishusei2015.00164.1.2： 湅冶銀錫淸而a明。
kyomeishusei2015.00164.1.3： 尚方御竟大毌a傷。
kyomeishusei2015.00164.1.4： 巧工刻之成文a章。
kyomeishusei2015.00164.1.5： 左龍右乕辟不a羊。
kyomeishusei2015.00164.1.6： 朱鳥玄武順陰a陽。
kyomeishusei2015.00164.1.7： 子孫備具居中a央。
kyomeishusei2015.00164.1.8： 長保二親樂富a昌。
kyomeishusei2015.00164.1.9： 壽敝金石如矦a王兮。
kyomeishusei2015.00165.1.1： 新興辟雍建明a堂。
kyomeishusei2015.00165.1.2： 然于擧土列矦a王。
kyomeishusei2015.00165.1.3： 將軍令尹民戶a行。
kyomeishusei2015.00165.1.4： 諸生萬舍在北a方。
kyomeishusei2015.00165.1.5： 樂未a央。
kyomeishusei2015.00166.1.1： 薪起辟雍盖明a堂。
kyomeishusei2015.00166.1.2： 漢朝□于凶奴a畏。
kyomeishusei2015.00166.1.3： 薪家□起更立a平。
kyomeishusei2015.00166.1.4： 天□以下國中a安。
kyomeishusei2015.00166.1.5： 四夷□□無不□。
kyomeishusei2015.00166.1.6： 千秋萬歲長a樂。
kyomeishusei2015.00167.1.1： 尚方作竟佳哉a紛。
kyomeishusei2015.00167.1.2： 巧工刻陋成雕a文。
kyomeishusei2015.00167.1.3： 請備說之告諸a君。
kyomeishusei2015.00167.1.4： 上大山見神a人。
kyomeishusei2015.00167.1.5： 驂駕交龍乘浮a雲。
kyomeishusei2015.00167.1.6： 興紹前弓大a風。
kyomeishusei2015.00167.1.7： 厲去名山奏昆a侖。
kyomeishusei2015.00167.1.8： 過玉闕入金a門。
kyomeishusei2015.00167.1.9： 上玉 堂何□□。
kyomeishusei2015.00167.1.10： 佳哉紛傳子a孫。
kyomeishusei2015.00168.1.1： 尚方御竟大毋a傷。
kyomeishusei2015.00168.1.2： 巧工刻之成文a章。
kyomeishusei2015.00168.1.3： 左龍右乕辟不a詳。
kyomeishusei2015.00168.1.4： 朱鳥玄武調陰a陽。
kyomeishusei2015.00168.1.5： 子孫備具居中a央。
kyomeishusei2015.00168.1.6： 長保二親樂富a昌。
kyomeishusei2015.00168.1.7： 壽敝金石如矦a王兮。
kyomeishusei2015.00169.1.1： 作佳鏡哉眞大a好。
kyomeishusei2015.00169.1.2： 上有仙人不知a老。
kyomeishusei2015.00169.1.3： 渴飮玉泉飢食a棗。
kyomeishusei2015.00169.1.4： 浮游天下敖亖a海。
kyomeishusei2015.00169.1.5： 壽敝金石爲國a保。
kyomeishusei2015.00170.1.1： 尚方作鏡眞大好上有仙人不知老渴飮玉泉飢食棗浮游天下敖亖海徘徊名山采芝草壽如今石之天a保。
kyomeishusei2015.00170.1.2： 大利八千a万兮。
kyomeishusei2015.00171.1.1： 尚方作竟眞大a巧。
kyomeishusei2015.00171.1.2： 上有山人不知a老。
kyomeishusei2015.00171.1.3： 左龍右乕辟除a道。
kyomeishusei2015.00171.1.4： 朱鳥玄武銜芝a草。
kyomeishusei2015.00171.1.5： 子孫備具長相a保。
kyomeishusei2015.00171.1.6： 壽如金a石。
kyomeishusei2015.00172.1.1： 此有佳鏡成獨a好。
kyomeishusei2015.00172.1.2： 上有山人不知a老。
kyomeishusei2015.00172.1.3： 渴飮澧泉飢食a棗。
kyomeishusei2015.00172.1.4： 浮游天下敖亖a海。
kyomeishusei2015.00172.1.5： 壽敝金石爲國a保。
kyomeishusei2015.00172.1.6： 長生久視今常在云何a好。
kyomeishusei2015.00173.1.1： 王氏昭竟亖夷a服。
kyomeishusei2015.00173.1.2： 多賀新家人民a息。
kyomeishusei2015.00173.1.3： 胡虜殄滅天下a復。
kyomeishusei2015.00173.1.4： 風雨時節五穀a孰。
kyomeishusei2015.00173.1.5： 長保二親子孫a力。
kyomeishusei2015.00173.1.6： 傳告後世樂毋a亟兮。
kyomeishusei2015.00174.1.1： 尚方作竟大毋a傷。
kyomeishusei2015.00174.1.2： 巧工刻之成文a章。
kyomeishusei2015.00174.1.3： 左龍右乕辟不a羊。
kyomeishusei2015.00174.1.4： 朱鳥玄武順陰a陽。
kyomeishusei2015.00174.1.5： 子孫備具居中a央。
kyomeishusei2015.00174.1.6： 長保二親樂富a昌。
kyomeishusei2015.00174.1.7： 冝矦a王兮。
kyomeishusei2015.00175.1.1： 尚方作竟大毋a傷。
kyomeishusei2015.00175.1.2： 巧又刻之成文a章。
kyomeishusei2015.00175.1.3： 八禽九守更爲a倡。
kyomeishusei2015.00175.1.4： 壽如大山樂未a央。
kyomeishusei2015.00175.1.5： 浮游天下敖四a方兮。
kyomeishusei2015.00176.1.1： 尚方作竟大毋a傷。
kyomeishusei2015.00176.1.2： 商周連出建四a方。
kyomeishusei2015.00176.1.3： 白乕辟耶居中a央。
kyomeishusei2015.00176.1.4： 子孫煩息富貴a昌。
kyomeishusei2015.00176.1.5： 壽如金a石。
kyomeishusei2015.00177.1.1： 尚方作竟善無a傷。
kyomeishusei2015.00177.1.2： 六子九孫在中a央。
kyomeishusei2015.00177.1.3： 左龍右乕辟□□。
kyomeishusei2015.00177.1.4： 巧工刻之成文a章。
kyomeishusei2015.00178.1.1： 尚方作竟大毋a傷。
kyomeishusei2015.00178.1.2： 巧工刻之成文a章。
kyomeishusei2015.00178.1.3： 左龍右乕辟不a羊。
kyomeishusei2015.00178.1.4： 朱鳥玄武順陰a陽。
kyomeishusei2015.00178.1.5： 子孫備具居中a央。
kyomeishusei2015.00178.1.6： 長保二親樂富a昌。
kyomeishusei2015.00178.1.7： 壽敝金石如矦a王。
kyomeishusei2015.00178.1.8： 靑盖爲志何巨a央。
kyomeishusei2015.00179.1.1： 靑盖作竟大毋a傷。
kyomeishusei2015.00179.1.2： 巧工刻之成文a章。
kyomeishusei2015.00179.1.3： 左龍右乕辟不a羊。
kyomeishusei2015.00179.1.4： 朱鳥玄武順陰a陽。
kyomeishusei2015.00179.1.5： 長保二親樂富a昌。
kyomeishusei2015.00179.1.6： 壽敝金石如矦a王兮。
kyomeishusei2015.00180.1.1： 靑盖作竟自有a紀。
kyomeishusei2015.00180.1.2： 辟去不羊冝古a市。
kyomeishusei2015.00180.1.3： □□□□壽命a久。
kyomeishusei2015.00180.1.4： 保子冝孫得a好。
kyomeishusei2015.00180.1.5： 爲吏高官車生a耳。
kyomeishusei2015.00181.1.1： 田氏作竟大毋a傷。
kyomeishusei2015.00181.1.2： 新有善同出丹a陽。
kyomeishusei2015.00181.1.3： 湅治銅錫淸如a明。
kyomeishusei2015.00181.1.4： 得此竟家賞千a万。
kyomeishusei2015.00182.1.1： 陳氏作竟大毋a傷。
kyomeishusei2015.00182.1.2： 漢有善銅出丹a陽。
kyomeishusei2015.00182.1.3： 和以銀錫淸且a明。
kyomeishusei2015.00182.1.4： 左龍右乕主四a彭。
kyomeishusei2015.00182.1.5： 朱鳥玄武順陰a陽。
kyomeishusei2015.00183.1.1： 陳氏作竟大毋a傷。
kyomeishusei2015.00183.1.2： 上有天守去不a羊。
kyomeishusei2015.00183.1.3： 家當大富樂未a央兮。
kyomeishusei2015.00184.1.1： 陳氏作竟日有a熹。
kyomeishusei2015.00184.1.2： 令人陽遂貴復a富。
kyomeishusei2015.00184.1.3： □□細守各自a治。
kyomeishusei2015.00184.1.4： 左有靑龍來福a祐。
kyomeishusei2015.00184.1.5： 白乕居前□白a事。
kyomeishusei2015.00184.1.6： 鳳□□□□□□。
kyomeishusei2015.00184.1.7： □□□□造工□。
kyomeishusei2015.00185.1.1： 矦氏作竟大毋a傷。
kyomeishusei2015.00185.1.2： 巧工刻之成文a章。
kyomeishusei2015.00185.1.3： 左龍右乕辟不a陽。
kyomeishusei2015.00185.1.4： 七子九孫居中a央。
kyomeishusei2015.00185.1.5： 夫妻相保如威a央兮。
kyomeishusei2015.00186.1.1： 張氏作竟大毋a傷。
kyomeishusei2015.00186.1.2： 長保二親樂未a央。
kyomeishusei2015.00186.1.3： 八子九孫居高a堂。
kyomeishusei2015.00186.1.4： 左龍右乕主四a旁。
kyomeishusei2015.00186.1.5： 朱鳥玄武仙人a羊。
kyomeishusei2015.00186.1.6： 爲吏冝官至矦a王。
kyomeishusei2015.00186.1.7： 上有辟邪去不a陽。
kyomeishusei2015.00186.1.8： 從今世a昌。
kyomeishusei2015.00187.1.1： 張是作竟大無a傷。
kyomeishusei2015.00187.1.2： 白乕靑龍辟不a詳。
kyomeishusei2015.00187.1.3： 朱鳥玄武順□□。
kyomeishusei2015.00187.1.4： 八子九孫富貴a昌。
kyomeishusei2015.00187.1.5： 長保二親樂未a央。
kyomeishusei2015.00187.1.6： 冝矦a王。
kyomeishusei2015.00188.1.1： 張氏作竟冝矦a王。
kyomeishusei2015.00188.1.2： 家當大富樂未a央。
kyomeishusei2015.00188.1.3： 子孫備具居中a央。
kyomeishusei2015.00188.1.4： 長保二親世世a昌。
kyomeishusei2015.00188.1.5： 爲吏高遷帶靑a黃。
kyomeishusei2015.00189.1.1： 池氏作竟大毋a傷。
kyomeishusei2015.00189.1.2： 天公行出樂未a央。
kyomeishusei2015.00189.1.3： 左龍右乕居四a方。
kyomeishusei2015.00189.1.4： 子孫千人富貴a昌。
kyomeishusei2015.00190.1.1： 池氏作竟有精a神。
kyomeishusei2015.00190.1.2： 上大山見仙a人。
kyomeishusei2015.00190.1.3： 捋芝草語吾a道。
kyomeishusei2015.00190.1.4： 此竟好可自a保。
kyomeishusei2015.00190.1.5： 倉龍白乕主除a道兮。
kyomeishusei2015.00190.1.6： 長冝子孫保二a親。
kyomeishusei2015.00190.1.7： 冝矦王富貴a昌。
kyomeishusei2015.00191.1.1： 池氏作竟眞大a巧。
kyomeishusei2015.00191.1.2： 上有王僑赤甬a子。
kyomeishusei2015.00191.1.3： 令人陽遂不知a老兮。
kyomeishusei2015.00192.1.1： 華氏作竟冝矦a王。
kyomeishusei2015.00192.1.2： 家當大富樂未a央。
kyomeishusei2015.00192.1.3： 子孫備具居前a行。
kyomeishusei2015.00192.1.4： 長保二a親。
kyomeishusei2015.00192.1.5： 辟邪含和除a凶。
kyomeishusei2015.00192.1.6： 所未a得。
kyomeishusei2015.00192.1.7： 仙人王僑赤松a子。
kyomeishusei2015.00192.1.8： a食兮。
kyomeishusei2015.00193.1.1： 李氏作之竟誠淸a明。
kyomeishusei2015.00193.1.2： 服之富貴壽命a長。
kyomeishusei2015.00193.1.3： 左龍右乕扶兩a旁。
kyomeishusei2015.00193.1.4： 朱爵玄武從陰a陽。
kyomeishusei2015.00193.1.5： 單于來臣至漢a彊。
kyomeishusei2015.00193.1.6： 子孫番息樂未a央。
kyomeishusei2015.00194.1.1： 成平倚竟兮、□□未賞□。
kyomeishusei2015.00194.1.2： □□在左、白乕居a右。
kyomeishusei2015.00194.1.3： 爲吏高升賈萬a倍。
kyomeishusei2015.00194.1.4： 長保二□樂無a已。
kyomeishusei2015.00195.1.1： 石氏作竟世少a有。
kyomeishusei2015.00195.1.2： 倉龍在左、白乕居a右。
kyomeishusei2015.00195.1.3： 仙人子僑、以象於a後。
kyomeishusei2015.00195.1.4： 爲吏高升賈萬a倍。
kyomeishusei2015.00195.1.5： 辟去不詳利孫a子。
kyomeishusei2015.00195.1.6： 千秋萬歲生長a久。
kyomeishusei2015.00196.1.1： 尚方作竟世少a有。
kyomeishusei2015.00196.1.2： 倉龍在左、白乕居a右。
kyomeishusei2015.00196.1.3： 爲吏高升賈萬a倍。
kyomeishusei2015.00196.1.4： 胡虜殄滅去萬a里。
kyomeishusei2015.00196.1.5： 辟去不羊利孫a子。
kyomeishusei2015.00196.1.6： 長保二親樂無a已。
kyomeishusei2015.00196.1.7： □娚萬a人兮。
kyomeishusei2015.00197.1.1： 尚方作竟佳且a好。
kyomeishusei2015.00197.1.2： 子孫備具長相a思。
kyomeishusei2015.00197.1.3： 上有神仙采芝a草。
kyomeishusei2015.00197.1.4： 令人富貴不知a老。
kyomeishusei2015.00198.1.1： 尚方作竟佳且a好。
kyomeishusei2015.00198.1.2： 左龍交右白a乕。
kyomeishusei2015.00198.1.3： 前有朱鳥後玄a武。
kyomeishusei2015.00198.1.4： 令人富貴冝孫a子。
kyomeishusei2015.00198.1.5： 山人王喬赤相a子。
kyomeishusei2015.00198.1.6： 千秋萬世不知a老。
kyomeishusei2015.00199.1.1： 尚方作竟佳且a好。
kyomeishusei2015.00199.1.2： 白乕辟耶居中a道。
kyomeishusei2015.00199.1.3： 家室富昌冝孫a子。
kyomeishusei2015.00199.1.4： 以爲身a保。
kyomeishusei2015.00200.1.1： 尚方作竟大眞a工。
kyomeishusei2015.00200.1.2： 嫁入門時殊大a良。
kyomeishusei2015.00200.1.3： 夫妻相重、甚於威a央。
kyomeishusei2015.00200.1.4： 五男三女、富貴昌a淸。
kyomeishusei2015.00201.1.1： □月吉日、造此倚a物。
kyomeishusei2015.00201.1.2： 二姓合好、□如□□。
kyomeishusei2015.00201.1.3： 女貞男聖、子孫充a實。
kyomeishusei2015.00201.1.4： 姊妹百人、□□□□。
kyomeishusei2015.00201.1.5： 夫婦相□、□□□□兮。
kyomeishusei2015.00202.1.1： 尚方名工、杜氏所a造。
kyomeishusei2015.00202.1.2： 湅治銅錫、佳而且a好。
kyomeishusei2015.00202.1.3： 辟耶天祿、奇守竝□。
kyomeishusei2015.00202.1.4： 萬里□閒、□□□a有。
kyomeishusei2015.00202.1.5： 服此鏡者、富貴長a壽。
kyomeishusei2015.00202.1.6： 男爲□矦、女□□□。
kyomeishusei2015.00203.1.1： 遺杜氏造珍奇鏡兮、世之眇a徹。
kyomeishusei2015.00203.1.2： 名工所刻a畫兮。
kyomeishusei2015.00203.1.3： 湅五解之英華a畢。
kyomeishusei2015.00203.1.4： 畢而無a極兮。
kyomeishusei2015.00203.1.5： 辟耶配天a祿。
kyomeishusei2015.00203.1.6： 奇守竝來a出兮。
kyomeishusei2015.00203.1.7： 三烏與□□□□、得所a慾。
kyomeishusei2015.00203.1.8： 吏人服 之曾秩a祿。
kyomeishusei2015.00203.1.9： 大吉a利。
kyomeishusei2015.00204.1.1： 杜氏作珍奇鏡兮、世之未a有兮。
kyomeishusei2015.00204.1.2： 湅五解之英華a畢。
kyomeishusei2015.00204.1.3： 畢而無a極兮。
kyomeishusei2015.00204.1.4： 上西王母與玉女、冝孫保a子兮。
kyomeishusei2015.00204.1.5： 得所a慾。
kyomeishusei2015.00204.1.6： 吏人服之曾官a秩。
kyomeishusei2015.00204.1.7： 白衣服之金財a足。
kyomeishusei2015.00204.1.8： 與 天無a極兮。
kyomeishusei2015.00205.1.1： 杜氏作鏡善毋a傷。
kyomeishusei2015.00205.1.2： 和以銀錫淸且a明。
kyomeishusei2015.00205.1.3： 名工佳造成文a章。
kyomeishusei2015.00205.1.4： 辟耶天祿居中a央。
kyomeishusei2015.00205.1.5： 十男五女樂富a昌。
kyomeishusei2015.00205.1.6： 居無憂兮如矦a王。
kyomeishusei2015.00206.1.1： 杜氏作竟大毋a傷。
kyomeishusei2015.00206.1.2： 亲有善銅出丹a羊。
kyomeishusei2015.00206.1.3： 湅治銀錫淸如a明。
kyomeishusei2015.00206.1.4： 左龍右乕辟不a陽。
kyomeishusei2015.00206.1.5： 長富樂未a央。
kyomeishusei2015.00207.1.1： 佳鏡兮樂未a央。
kyomeishusei2015.00207.1.2： 辟耶天祿居中a央。
kyomeishusei2015.00207.1.3： 杜氏所作成文a章。
